id,stage,spoke,act,text,source,workstream,psych_axis,composite_vb
1,refusal,3,departure,I keep waiting for the perfect moment to start.,core,core,fear_vs_action,[act=departure | stage=refusal | spoke=3 | source=core | workstream=core | psych_axis=fear_vs_action] :: I keep waiting for the perfect moment to start.
280,reward,9,initiation,My breath deepens under pressure; composure becomes embodied proof.,core,lmb,numbness_vs_presence,[act=initiation | stage=reward | spoke=9 | source=core | workstream=lmb | psych_axis=numbness_vs_presence] :: My breath deepens under pressure; composure becomes embodied proof.
281,reward,9,initiation,The build pipeline turns green; repetition is now trust.,core,career,practice_vs_fantasy,[act=initiation | stage=reward | spoke=9 | source=core | workstream=career | psych_axis=practice_vs_fantasy] :: The build pipeline turns green; repetition is now trust.
282,reward,9,initiation,I can say no without anger; that is new power.,core,dating,control_vs_autonomy,[act=initiation | stage=reward | spoke=9 | source=core | workstream=dating | psych_axis=control_vs_autonomy] :: I can say no without anger; that is new power.
283,return,10,return,I turn the debugging playbook into onboarding material for the next engineer.,core,career,ego_vs_service,[act=return | stage=return | spoke=10 | source=core | workstream=career | psych_axis=ego_vs_service] :: I turn the debugging playbook into onboarding material for the next engineer.
284,return,10,return,I model clean boundaries so others feel safer to hold their own.,core,dating,ego_vs_service,[act=return | stage=return | spoke=10 | source=core | workstream=dating | psych_axis=ego_vs_service] :: I model clean boundaries so others feel safer to hold their own.
285,integration,11,return,I notice activation in the chest and choose response over reaction.,core,lmb,numbness_vs_presence,[act=return | stage=integration | spoke=11 | source=core | workstream=lmb | psych_axis=numbness_vs_presence] :: I notice activation in the chest and choose response over reaction.
286,integration,11,return,Discipline feels less dramatic; consistency replaces intensity.,core,fitness,intensity_vs_consistency,[act=return | stage=integration | spoke=11 | source=core | workstream=fitness | psych_axis=intensity_vs_consistency] :: Discipline feels less dramatic; consistency replaces intensity.
287,elixir,12,return,I publish the framework I tested in private; artifacts replace performance.,core,career,practice_vs_fantasy,[act=return | stage=elixir | spoke=12 | source=core | workstream=career | psych_axis=practice_vs_fantasy] :: I publish the framework I tested in private; artifacts replace performance.
288,elixir,12,return,I speak about failure without glamorizing it; clarity becomes service.,core,lmb,image_vs_integrity,[act=return | stage=elixir | spoke=12 | source=core | workstream=lmb | psych_axis=image_vs_integrity] :: I speak about failure without glamorizing it; clarity becomes service.
289,elixir,12,return,I help someone else ship their first uncomfortable commit.,core,career,mentorship_vs_dependence,[act=return | stage=elixir | spoke=12 | source=core | workstream=career | psych_axis=mentorship_vs_dependence] :: I help someone else ship their first uncomfortable commit.
290,approach,7,initiation,I constrain the scope instead of expanding ambition; focus is mercy.,core,career,chaos_vs_structure,[act=initiation | stage=approach | spoke=7 | source=core | workstream=career | psych_axis=chaos_vs_structure] :: I constrain the scope instead of expanding ambition; focus is mercy.
291,tests,6,initiation,I track triggers like metrics; awareness becomes observability.,core,lmb,practice_vs_fantasy,[act=initiation | stage=tests | spoke=6 | source=core | workstream=lmb | psych_axis=practice_vs_fantasy] :: I track triggers like metrics; awareness becomes observability.
292,ordeal,8,initiation,I forgive myself for not knowing sooner; shame loses its leverage.,core,spiritual,domination_vs_compassion,[act=initiation | stage=ordeal | spoke=8 | source=core | workstream=spiritual | psych_axis=domination_vs_compassion] :: I forgive myself for not knowing sooner; shame loses its leverage.
293,reward,9,initiation,Integrity feels lighter than image management; I choose it again.,core,spiritual,image_vs_integrity,[act=initiation | stage=reward | spoke=9 | source=core | workstream=spiritual | psych_axis=image_vs_integrity] :: Integrity feels lighter than image management; I choose it again.
294,return,10,return,I carry the lesson into Monday; growth survives the calendar.,core,lmb,practice_vs_fantasy,[act=return | stage=return | spoke=10 | source=core | workstream=lmb | psych_axis=practice_vs_fantasy] :: I carry the lesson into Monday; growth survives the calendar.
295,elixir,12,return,"I build systems—code, habits, vows—that outlast mood swings.",core,lmb,practice_vs_fantasy,"[act=return | stage=elixir | spoke=12 | source=core | workstream=lmb | psych_axis=practice_vs_fantasy] :: I build systems—code, habits, vows—that outlast mood swings."
296,refusal,3,departure,"I wake up to the same mental alarm; the loop is familiar, not fated.",groundhog_day,story,practice_vs_fantasy,"[act=departure | stage=refusal | spoke=3 | source=groundhog_day | workstream=story | psych_axis=practice_vs_fantasy] :: I wake up to the same mental alarm; the loop is familiar, not fated."
297,refusal,3,departure,"I call it realism, but it’s resignation dressed as wisdom.",groundhog_day,lmb,image_vs_integrity,"[act=departure | stage=refusal | spoke=3 | source=groundhog_day | workstream=lmb | psych_axis=image_vs_integrity] :: I call it realism, but it’s resignation dressed as wisdom."
298,refusal,3,departure,I tell myself nothing matters; it’s a shield against disappointment.,groundhog_day,spiritual,numbness_vs_presence,[act=departure | stage=refusal | spoke=3 | source=groundhog_day | workstream=spiritual | psych_axis=numbness_vs_presence] :: I tell myself nothing matters; it’s a shield against disappointment.
299,refusal,3,departure,I keep reliving February 2nd because part of me is afraid of February 3rd.,groundhog_day,lmb,fear_vs_action,[act=departure | stage=refusal | spoke=3 | source=groundhog_day | workstream=lmb | psych_axis=fear_vs_action] :: I keep reliving February 2nd because part of me is afraid of February 3rd.
300,call,2,departure,"The question lands: what if the repetition is asking me to change, not escape?",groundhog_day,story,practice_vs_fantasy,"[act=departure | stage=call | spoke=2 | source=groundhog_day | workstream=story | psych_axis=practice_vs_fantasy] :: The question lands: what if the repetition is asking me to change, not escape?"
301,call,2,departure,"I notice the ‘same house, same stress, same echo’ pattern and stop calling it normal.",groundhog_day,lmb,image_vs_integrity,"[act=departure | stage=call | spoke=2 | source=groundhog_day | workstream=lmb | psych_axis=image_vs_integrity] :: I notice the ‘same house, same stress, same echo’ pattern and stop calling it normal."
302,call,2,departure,I see the split: what’s my weather vs what isn’t mine to control.,groundhog_day,lmb,control_vs_autonomy,[act=departure | stage=call | spoke=2 | source=groundhog_day | workstream=lmb | psych_axis=control_vs_autonomy] :: I see the split: what’s my weather vs what isn’t mine to control.
303,call,2,departure,I realize growth isn’t a lever to pull; it’s a path to walk.,groundhog_day,spiritual,certainty_vs_trust,[act=departure | stage=call | spoke=2 | source=groundhog_day | workstream=spiritual | psych_axis=certainty_vs_trust] :: I realize growth isn’t a lever to pull; it’s a path to walk.
304,allies,6,initiation,A mentor-frame appears: a compassionate viewer can name what I’m doing without shaming me.,groundhog_day,lmb,mentorship_vs_dependence,[act=initiation | stage=allies | spoke=6 | source=groundhog_day | workstream=lmb | psych_axis=mentorship_vs_dependence] :: A mentor-frame appears: a compassionate viewer can name what I’m doing without shaming me.
305,allies,6,initiation,Rita becomes a mirror: love that refuses manipulation forces honesty.,groundhog_day,story,attachment_vs_love,[act=initiation | stage=allies | spoke=6 | source=groundhog_day | workstream=story | psych_axis=attachment_vs_love] :: Rita becomes a mirror: love that refuses manipulation forces honesty.
306,tests,6,initiation,I try the ‘no consequences’ life and discover indulgence still feels empty.,groundhog_day,story,comfort_vs_truth,[act=initiation | stage=tests | spoke=6 | source=groundhog_day | workstream=story | psych_axis=comfort_vs_truth] :: I try the ‘no consequences’ life and discover indulgence still feels empty.
307,tests,6,initiation,"I watch my mind bargain—‘if only X, then peace’—and label it as control-seeking.",groundhog_day,lmb,control_vs_autonomy,"[act=initiation | stage=tests | spoke=6 | source=groundhog_day | workstream=lmb | psych_axis=control_vs_autonomy] :: I watch my mind bargain—‘if only X, then peace’—and label it as control-seeking."
308,tests,6,initiation,"I practice craft to replace coping: read, train, build, repeat.",groundhog_day,lmb,practice_vs_fantasy,"[act=initiation | stage=tests | spoke=6 | source=groundhog_day | workstream=lmb | psych_axis=practice_vs_fantasy] :: I practice craft to replace coping: read, train, build, repeat."
309,approach,7,initiation,I stop auditioning for a role I already lost; I define growth without an audience.,groundhog_day,dating,image_vs_integrity,[act=initiation | stage=approach | spoke=7 | source=groundhog_day | workstream=dating | psych_axis=image_vs_integrity] :: I stop auditioning for a role I already lost; I define growth without an audience.
310,approach,7,initiation,I set ‘one small real-world action’ as the exit ramp from over-analysis.,groundhog_day,lmb,fear_vs_action,[act=initiation | stage=approach | spoke=7 | source=groundhog_day | workstream=lmb | psych_axis=fear_vs_action] :: I set ‘one small real-world action’ as the exit ramp from over-analysis.
311,approach,7,initiation,"I narrow the goal to presence: show up cleanly, regardless of outcome.",groundhog_day,lmb,numbness_vs_presence,"[act=initiation | stage=approach | spoke=7 | source=groundhog_day | workstream=lmb | psych_axis=numbness_vs_presence] :: I narrow the goal to presence: show up cleanly, regardless of outcome."
312,ordeal,8,initiation,I hit the dark solution—self-destruction fantasies—then see they don’t end the loop.,groundhog_day,story,comfort_vs_truth,[act=initiation | stage=ordeal | spoke=8 | source=groundhog_day | workstream=story | psych_axis=comfort_vs_truth] :: I hit the dark solution—self-destruction fantasies—then see they don’t end the loop.
